668
1227
564
1170
42
994
1573
1872
164
19
351
854
384
410
1610
206
537
711
498
1040
142
15
36
202
1680
815
1422
175
1633
30
1133
840
880
1615
309
1710
656
827
716
597
720
482
1982
1435
1203
27
624
763
290
588
530
89
195
1645
253
1708
391
1313
1443
676
493
896
497
84
408
1019
291
1517
549
1032
759
1002
1935
751
644
864
646
704
325
1005
740
255
1560
198
1193
633
1426
1124
1240
606
535
2024
1038
1246
615
887
570
550
378
279
1312
